3|27|2|2018-02-17 17:20:13|2018-02-17 17:24:21
3|27|3|2018-02-17 17:24:21|2018-02-17 17:29:27
3|27|4|2018-02-17 17:29:27|2018-02-17 17:42:05
3|27|6|2018-02-17 17:42:05|2018-02-17 17:53:09
3|27|8|2018-02-17 17:53:09|2018-02-17 18:05:07
3|27|11|2018-02-17 18:05:07|2018-02-17 18:14:43
6|28|1|2018-02-17 17:10:00|2018-02-17 17:18:12
6|28|3|2018-02-17 17:18:12|2018-02-17 17:26:23
6|28|5|2018-02-17 17:26:23|2018-02-17 17:42:13
6|28|6|2018-02-17 17:42:13|2018-02-17 17:53:44
6|28|8|2018-02-17 17:53:44|2018-02-17 18:03:20
6|28|9|2018-02-17 18:03:20|2018-02-17 18:16:26
7|29|1|2018-02-18 17:10:00|2018-02-18 17:15:04
7|29|2|2018-02-18 17:15:04|2018-02-18 17:23:23
7|29|4|2018-02-18 17:23:23|2018-02-18 17:27:01
7|29|6|2018-02-18 17:27:01|2018-02-18 17:35:04
7|29|8|2018-02-18 17:35:04|2018-02-18 17:49:38
7|29|10|2018-02-18 17:49:38|2018-02-18 18:00:35
7|29|11|2018-02-18 18:00:35|2018-02-18 18:15:58
7|29|13|2018-02-18 18:15:58|2018-02-18 18:28:33
6|30|1|2018-02-18 17:10:00|2018-02-18 17:25:54
6|30|2|2018-02-18 17:25:54|2018-02-18 17:28:20
6|30|3|2018-02-18 17:28:20|2018-02-18 17:41:24
6|30|5|2018-02-18 17:41:24|2018-02-18 17:56:21
6|30|7|2018-02-18 17:56:21|2018-02-18 18:01:44
6|30|9|2018-02-18 18:01:44|2018-02-18 18:12:52
6|30|10|2018-02-18 18:12:52|2018-02-18 18:23:19
6|30|11|2018-02-18 18:23:19|2018-02-18 18:38:25
6|31|1|2018-02-19 17:10:00|2018-02-19 17:21:36
6|31|10|2018-02-19 17:21:36|2018-02-19 17:37:37
6|31|4|2018-02-19 17:37:37|2018-02-19 17:48:20
6|31|6|2018-02-19 17:48:20|2018-02-19 18:03:44
6|31|7|2018-02-19 18:03:44|2018-02-19 18:16:01
7|32|2|2018-02-19 17:10:00|2018-02-19 17:22:46
7|32|4|2018-02-19 17:22:46|2018-02-19 17:33:08
7|32|5|2018-02-19 17:33:08|2018-02-19 17:40:03
7|32|6|2018-02-19 17:40:03|2018-02-19 17:49:47
7|32|8|2018-02-19 17:49:47|2018-02-19 18:00:36
7|32|9|2018-02-19 18:00:36|2018-02-19 18:12:16
7|32|11|2018-02-19 18:12:16|2018-02-19 18:20:15
7|32|12|2018-02-19 18:20:15|2018-02-19 18:28:44
1|33|2|2018-02-19 17:10:00|2018-02-19 17:19:36
1|33|3|2018-02-19 17:19:36|2018-02-19 17:27:25
1|33|5|2018-02-19 17:27:25|2018-02-19 17:34:05
1|33|8|2018-02-19 17:34:05|2018-02-19 17:43:36
1|33|12|2018-02-19 17:43:36|2018-02-19 17:54:57
1|33|13|2018-02-19 17:54:57|2018-02-19 18:10:50
7|34|1|2018-02-20 17:10:00|2018-02-20 17:12:32
7|34|4|2018-02-20 17:12:32|2018-02-20 17:23:29
7|34|5|2018-02-20 17:23:29|2018-02-20 17:27:04
7|34|6|2018-02-20 17:27:04|2018-02-20 17:38:49
7|34|8|2018-02-20 17:38:49|2018-02-20 17:51:06
7|34|10|2018-02-20 17:51:06|2018-02-20 17:55:43
7|34|12|2018-02-20 17:55:43|2018-02-20 18:06:08
1|35|1|2018-02-20 17:10:00|2018-02-20 17:16:57
1|35|5|2018-02-20 17:16:57|2018-02-20 17:26:54
1|35|8|2018-02-20 17:26:54|2018-02-20 17:39:44
1|35|10|2018-02-20 17:39:44|2018-02-20 17:43:01
1|35|11|2018-02-20 17:43:01|2018-02-20 17:56:19
1|35|13|2018-02-20 17:56:19|2018-02-20 18:12:03
8|36|1|2018-02-20 17:10:00|2018-02-20 17:17:06
8|36|2|2018-02-20 17:17:06|2018-02-20 17:24:00
8|36|3|2018-02-20 17:24:00|2018-02-20 17:31:42
8|36|5|2018-02-20 17:31:42|2018-02-20 17:43:54
8|36|6|2018-02-20 17:43:54|2018-02-20 17:46:21
8|36|8|2018-02-20 17:46:21|2018-02-20 17:50:18
8|36|9|2018-02-20 17:50:18|2018-02-20 17:57:33
8|36|11|2018-02-20 17:57:33|2018-02-20 18:10:29
7|37|8|2018-02-21 17:10:00|2018-02-21 17:13:12
7|37|9|2018-02-21 17:13:12|2018-02-21 17:26:47
7|37|3|2018-02-21 17:26:47|2018-02-21 17:39:48
7|37|4|2018-02-21 17:39:48|2018-02-21 17:51:41
7|37|7|2018-02-21 17:51:41|2018-02-21 18:05:59
1|38|3|2018-02-21 17:10:00|2018-02-21 17:14:03
1|38|5|2018-02-21 17:14:03|2018-02-21 17:23:24
1|38|6|2018-02-21 17:23:24|2018-02-21 17:32:23
1|38|7|2018-02-21 17:32:23|2018-02-21 17:42:50
1|38|8|2018-02-21 17:42:50|2018-02-21 17:49:18
1|38|9|2018-02-21 17:49:18|2018-02-21 17:55:21
1|38|10|2018-02-21 17:55:21|2018-02-21 17:59:26
8|39|9|2018-02-21 17:10:00|2018-02-21 17:14:16
8|39|4|2018-02-21 17:14:16|2018-02-21 17:25:33
8|39|13|2018-02-21 17:25:33|2018-02-21 17:41:42
8|39|5|2018-02-21 17:41:42|2018-02-21 17:50:23
4|40|1|2018-02-21 17:10:00|2018-02-21 17:21:00
4|40|10|2018-02-21 17:21:00|2018-02-21 17:25:46
4|40|11|2018-02-21 17:25:46|2018-02-21 17:39:52
4|40|5|2018-02-21 17:39:52|2018-02-21 17:56:09
